event_id,contact_key,domain,segment,channel,message_number,message_name,asset_id,campaign_id,event_date,renewal_due_date,days_to_due_at_send,sent,delivered,opened_or_read,clicked,renewed_after_message,renewal_date,revenue_mxn,message_cost_mxn,suppression_leakage_flag
EVT-0006006,AKKY-101080,cliente163.mx,Partner,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-19,2026-02-14,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006007,AKKY-101081,cliente164.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-18,2026-03-20,-30,1,1,1,0,1,2026-03-05,935.98,0.12,0
EVT-0006008,AKKY-101081,cliente164.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-20,2026-03-20,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006009,AKKY-101081,cliente164.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-25,2026-03-20,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006010,AKKY-101081,cliente164.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-18,2026-03-20,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006011,AKKY-101081,cliente164.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-20,2026-03-20,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006012,AKKY-101081,cliente164.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-25,2026-03-20,5,1,1,1,1,0,,0.0,0.92,0
EVT-0006013,AKKY-101082,cliente165.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-25,2026-03-27,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006014,AKKY-101082,cliente165.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-27,2026-03-27,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006015,AKKY-101082,cliente165.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-01,2026-03-27,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006016,AKKY-101082,cliente165.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-25,2026-03-27,-30,1,0,0,0,0,,0.0,0.92,0
EVT-0006017,AKKY-101082,cliente165.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-27,2026-03-27,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006018,AKKY-101082,cliente165.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-01,2026-03-27,5,1,1,0,0,0,,0.0,0.92,0
EVT-0006019,AKKY-101083,cliente166.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-28,2026-02-27,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006020,AKKY-101083,cliente166.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-27,2026-02-27,0,1,1,0,0,1,2026-02-27,669.74,0.12,0
EVT-0006021,AKKY-101083,cliente166.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-04,2026-02-27,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006022,AKKY-101083,cliente166.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-28,2026-02-27,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006023,AKKY-101083,cliente166.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-27,2026-02-27,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006024,AKKY-101083,cliente166.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-04,2026-02-27,5,1,1,0,0,0,,0.0,0.92,0
EVT-0006025,AKKY-101084,cliente167.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-02,2026-03-04,-30,1,0,0,0,0,,0.0,0.12,0
EVT-0006026,AKKY-101084,cliente167.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-04,2026-03-04,0,1,1,1,0,1,2026-03-04,1027.1,0.12,0
EVT-0006027,AKKY-101084,cliente167.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-09,2026-03-04,5,1,1,1,0,0,,0.0,0.12,0
EVT-0006028,AKKY-101084,cliente167.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-02,2026-03-04,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006029,AKKY-101084,cliente167.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-04,2026-03-04,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006030,AKKY-101084,cliente167.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-09,2026-03-04,5,1,1,1,1,0,,0.0,0.92,0
EVT-0006031,AKKY-101085,cliente168.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-18,2026-03-20,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006032,AKKY-101085,cliente168.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-20,2026-03-20,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006033,AKKY-101085,cliente168.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-25,2026-03-20,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006034,AKKY-101085,cliente168.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-18,2026-03-20,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006035,AKKY-101085,cliente168.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-20,2026-03-20,0,1,1,1,0,1,2026-03-20,562.75,0.92,0
EVT-0006036,AKKY-101085,cliente168.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-25,2026-03-20,5,1,1,0,0,0,,0.0,0.92,0
EVT-0006037,AKKY-101086,cliente169.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-14,2026-01-14,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006038,AKKY-101086,cliente169.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-19,2026-01-14,5,1,1,1,0,0,,0.0,0.12,0
EVT-0006039,AKKY-101086,cliente169.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-14,2026-01-14,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006040,AKKY-101086,cliente169.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-19,2026-01-14,5,1,1,1,0,1,2026-01-20,1163.4,0.92,0
EVT-0006041,AKKY-101087,cliente170.mx,Partner,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-04,2026-03-06,-30,1,0,0,0,0,,0.0,0.12,0
EVT-0006042,AKKY-101087,cliente170.mx,Partner,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-06,2026-03-06,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006043,AKKY-101087,cliente170.mx,Partner,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-11,2026-03-06,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006044,AKKY-101087,cliente170.mx,Partner,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-04,2026-03-06,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006045,AKKY-101087,cliente170.mx,Partner,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-06,2026-03-06,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006046,AKKY-101087,cliente170.mx,Partner,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-11,2026-03-06,5,1,1,0,0,0,,0.0,0.92,0
EVT-0006047,AKKY-101088,cliente171.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-20,2026-02-19,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006048,AKKY-101088,cliente171.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-19,2026-02-19,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006049,AKKY-101088,cliente171.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-24,2026-02-19,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006050,AKKY-101088,cliente171.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-20,2026-02-19,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006051,AKKY-101088,cliente171.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-19,2026-02-19,0,1,1,1,0,1,2026-02-21,1168.41,0.92,0
EVT-0006052,AKKY-101088,cliente171.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-24,2026-02-19,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006053,AKKY-101089,cliente172.mx,Partner,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-10,2026-01-10,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006054,AKKY-101089,cliente172.mx,Partner,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-15,2026-01-10,5,1,1,1,0,0,,0.0,0.12,0
EVT-0006055,AKKY-101089,cliente172.mx,Partner,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-10,2026-01-10,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006056,AKKY-101089,cliente172.mx,Partner,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-15,2026-01-10,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006057,AKKY-101090,cliente173.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-28,2026-01-28,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006058,AKKY-101090,cliente173.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-02,2026-01-28,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006059,AKKY-101090,cliente173.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-28,2026-01-28,0,1,0,0,0,0,,0.0,0.92,0
EVT-0006060,AKKY-101090,cliente173.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-02,2026-01-28,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006061,AKKY-101091,cliente174.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-03,2026-04-02,-30,1,1,1,0,0,,0.0,0.12,0
EVT-0006062,AKKY-101091,cliente174.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-02,2026-04-02,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006063,AKKY-101091,cliente174.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-07,2026-04-02,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006064,AKKY-101091,cliente174.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-03,2026-04-02,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006065,AKKY-101091,cliente174.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-02,2026-04-02,0,1,1,1,1,0,,0.0,0.92,0
EVT-0006066,AKKY-101091,cliente174.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-07,2026-04-02,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006067,AKKY-101092,cliente175.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-22,2026-02-21,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006068,AKKY-101092,cliente175.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-21,2026-02-21,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006069,AKKY-101092,cliente175.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-26,2026-02-21,5,1,0,0,0,0,,0.0,0.12,0
EVT-0006070,AKKY-101092,cliente175.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-22,2026-02-21,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006071,AKKY-101092,cliente175.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-21,2026-02-21,0,1,1,1,0,1,2026-02-23,734.86,0.92,0
EVT-0006072,AKKY-101092,cliente175.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-26,2026-02-21,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006073,AKKY-101093,cliente176.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-19,2026-03-21,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006074,AKKY-101093,cliente176.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-21,2026-03-21,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006075,AKKY-101093,cliente176.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-26,2026-03-21,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006076,AKKY-101093,cliente176.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-19,2026-03-21,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006077,AKKY-101093,cliente176.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-21,2026-03-21,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006078,AKKY-101093,cliente176.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-26,2026-03-21,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006079,AKKY-101094,cliente177.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-22,2026-02-21,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006080,AKKY-101094,cliente177.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-21,2026-02-21,0,1,0,0,0,0,,0.0,0.12,0
EVT-0006081,AKKY-101094,cliente177.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-26,2026-02-21,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006082,AKKY-101094,cliente177.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-22,2026-02-21,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006083,AKKY-101094,cliente177.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-21,2026-02-21,0,1,1,0,0,0,,0.0,0.92,0
EVT-0006084,AKKY-101094,cliente177.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-26,2026-02-21,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006085,AKKY-101095,cliente178.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-01-08,2026-02-07,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006086,AKKY-101095,cliente178.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-02-07,2026-02-07,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006087,AKKY-101095,cliente178.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-12,2026-02-07,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006088,AKKY-101095,cliente178.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-01-08,2026-02-07,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006089,AKKY-101095,cliente178.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-02-07,2026-02-07,0,1,1,1,0,1,2026-02-07,955.69,0.92,0
EVT-0006090,AKKY-101095,cliente178.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-12,2026-02-07,5,1,0,0,0,0,,0.0,0.92,1
EVT-0006091,AKKY-101096,cliente179.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-19,2026-04-18,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006092,AKKY-101096,cliente179.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-18,2026-04-18,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006093,AKKY-101096,cliente179.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-23,2026-04-18,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006094,AKKY-101096,cliente179.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-19,2026-04-18,-30,1,1,1,0,0,,0.0,0.92,0
EVT-0006095,AKKY-101096,cliente179.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-18,2026-04-18,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006096,AKKY-101096,cliente179.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-23,2026-04-18,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006097,AKKY-101097,cliente180.mx,Personal,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-08,2026-04-07,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006098,AKKY-101097,cliente180.mx,Personal,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-07,2026-04-07,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006099,AKKY-101097,cliente180.mx,Personal,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-12,2026-04-07,5,1,1,1,0,0,,0.0,0.12,0
EVT-0006100,AKKY-101097,cliente180.mx,Personal,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-08,2026-04-07,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006101,AKKY-101097,cliente180.mx,Personal,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-07,2026-04-07,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006102,AKKY-101097,cliente180.mx,Personal,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-12,2026-04-07,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006103,AKKY-101098,cliente181.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-07,2026-01-07,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006104,AKKY-101098,cliente181.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-12,2026-01-07,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006105,AKKY-101098,cliente181.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-07,2026-01-07,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006106,AKKY-101098,cliente181.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-12,2026-01-07,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006107,AKKY-101099,cliente182.mx,SMB,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-10,2026-04-09,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006108,AKKY-101099,cliente182.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-09,2026-04-09,0,1,1,0,0,1,2026-04-11,602.03,0.12,0
EVT-0006109,AKKY-101099,cliente182.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-14,2026-04-09,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006110,AKKY-101099,cliente182.mx,SMB,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-10,2026-04-09,-30,1,0,0,0,0,,0.0,0.92,0
EVT-0006111,AKKY-101099,cliente182.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-09,2026-04-09,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006112,AKKY-101099,cliente182.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-14,2026-04-09,5,1,1,0,0,0,,0.0,0.92,0
EVT-0006113,AKKY-101100,cliente183.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-10,2026-01-10,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006114,AKKY-101100,cliente183.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-01-15,2026-01-10,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006115,AKKY-101100,cliente183.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-10,2026-01-10,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006116,AKKY-101100,cliente183.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-01-15,2026-01-10,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006117,AKKY-101101,cliente184.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-04,2026-04-03,-30,1,1,1,0,0,,0.0,0.12,0
EVT-0006118,AKKY-101101,cliente184.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-04-03,2026-04-03,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006119,AKKY-101101,cliente184.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-08,2026-04-03,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006120,AKKY-101101,cliente184.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-04,2026-04-03,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006121,AKKY-101101,cliente184.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-04-03,2026-04-03,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006122,AKKY-101101,cliente184.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-08,2026-04-03,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006123,AKKY-101102,cliente185.mx,SMB,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-01-27,2026-01-27,0,1,1,1,0,0,,0.0,0.12,0
EVT-0006124,AKKY-101102,cliente185.mx,SMB,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-02-01,2026-01-27,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006125,AKKY-101102,cliente185.mx,SMB,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-01-27,2026-01-27,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006126,AKKY-101102,cliente185.mx,SMB,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-02-01,2026-01-27,5,1,1,1,0,0,,0.0,0.92,0
EVT-0006127,AKKY-101103,cliente186.mx,Enterprise,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-03-01,2026-03-31,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006128,AKKY-101103,cliente186.mx,Enterprise,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-31,2026-03-31,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006129,AKKY-101103,cliente186.mx,Enterprise,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-04-05,2026-03-31,5,1,1,0,0,0,,0.0,0.12,0
EVT-0006130,AKKY-101103,cliente186.mx,Enterprise,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-03-01,2026-03-31,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006131,AKKY-101103,cliente186.mx,Enterprise,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-31,2026-03-31,0,1,1,1,0,1,2026-04-01,706.14,0.92,0
EVT-0006132,AKKY-101103,cliente186.mx,Enterprise,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-04-05,2026-03-31,5,1,1,1,0,0,,0.0,0.92,1
EVT-0006133,AKKY-101104,cliente187.mx,B2B long-tail,Email,1,Renewal reminder M1,51001,AKKY-REN-2026-EM-M1,2026-02-22,2026-03-24,-30,1,1,0,0,0,,0.0,0.12,0
EVT-0006134,AKKY-101104,cliente187.mx,B2B long-tail,Email,2,Renewal reminder M2,51002,AKKY-REN-2026-EM-M2,2026-03-24,2026-03-24,0,1,1,0,0,0,,0.0,0.12,0
EVT-0006135,AKKY-101104,cliente187.mx,B2B long-tail,Email,3,Renewal reminder M3,51003,AKKY-REN-2026-EM-M3,2026-03-29,2026-03-24,5,1,1,1,0,0,,0.0,0.12,0
EVT-0006136,AKKY-101104,cliente187.mx,B2B long-tail,WhatsApp,1,Renewal reminder M1,42447,AKKY-REN-2026-WH-M1,2026-02-22,2026-03-24,-30,1,1,0,0,0,,0.0,0.92,0
EVT-0006137,AKKY-101104,cliente187.mx,B2B long-tail,WhatsApp,2,Renewal reminder M2,42889,AKKY-REN-2026-WH-M2,2026-03-24,2026-03-24,0,1,1,1,0,0,,0.0,0.92,0
EVT-0006138,AKKY-101104,cliente187.mx,B2B long-tail,WhatsApp,3,Renewal reminder M3,43512,AKKY-REN-2026-WH-M3,2026-03-29,2026-03-24,5,1,1,0,0,0,,0.0,0.92,0
